sepal_length,sepal_width,petal_length,petal_width,species
6.16,2.29,3.08,1.12,setosa
6.68,2.79,3.66,1.09,setosa
6.17,2.69,2.71,1.2,setosa
6.88,2.97,5.26,1.77,setosa
6.22,2.75,4.22,2.26,setosa
5.72,3.3,4.31,0.7,virginica
7.62,2.88,1.8,0.96,versicolor
6.51,3.06,5.45,0.7,versicolor
6.26,3.06,-0.53,1.31,virginica
4.78,3.08,4.95,0.88,virginica
4.77,2.99,5.1,1.34,virginica
6.03,3.2,3.05,1.86,setosa
5.92,2.68,5.61,-0.32,setosa
5.31,3.56,3.61,1.5,setosa
5.91,2.91,3.79,0.92,virginica
7.07,2.48,4.21,1.48,virginica
6.36,3.08,8.48,0.66,versicolor
4.89,2.66,5.72,1.92,virginica
5.71,3.27,4.75,1.75,setosa
5.16,3.88,2.33,1.54,versicolor
5.49,2.69,3.92,1.68,virginica
5.47,3.13,2.48,0.75,versicolor
5.42,2.3,4.93,0.83,versicolor
4.8,3.18,3.91,1.65,virginica
5.7,2.65,2.01,0.74,setosa
5.35,2.75,3.82,2.07,setosa
3.46,2.56,2.43,1.01,versicolor
7.44,3.29,3.93,1.5,virginica
6.67,3.4,2.41,2.46,virginica
5.5,3.01,3.74,0.78,setosa
5.82,2.65,4.83,1.24,virginica
4.86,3.64,3.62,1.83,virginica
7.16,2.7,3.11,1.77,versicolor
7.32,2.14,4.0,1.0,virginica
5.93,3.18,4.75,0.89,virginica
6.62,2.56,2.04,1.06,virginica
5.94,3.4,4.09,2.07,setosa
4.73,2.85,5.68,1.03,setosa
5.47,3.24,4.56,1.25,versicolor
5.91,3.56,3.79,0.94,setosa
5.44,2.52,4.66,1.62,setosa
5.63,2.77,4.38,1.29,setosa
5.73,2.97,4.83,0.6,setosa
5.74,3.62,0.66,0.62,versicolor
5.84,2.74,1.37,0.0,virginica
4.95,2.76,5.21,0.7,virginica
5.23,3.19,1.44,1.68,virginica
4.77,2.77,4.3,1.99,versicolor
6.58,3.06,3.17,1.61,setosa
4.12,2.38,2.21,1.53,versicolor
6.72,3.89,4.22,1.12,versicolor
6.91,2.46,4.0,1.66,versicolor
5.56,2.87,6.87,1.37,virginica
3.72,2.99,2.76,2.28,setosa
5.51,3.77,5.86,1.14,virginica
5.75,2.47,4.23,2.01,versicolor
4.99,3.79,2.71,1.72,versicolor
5.39,3.3,4.9,1.64,virginica
7.02,3.17,4.55,-0.01,virginica
6.33,2.61,3.75,1.76,virginica
5.06,3.23,4.1,1.12,setosa
4.52,2.71,2.8,0.93,virginica
5.54,3.51,2.46,0.31,setosa
5.63,2.61,4.84,1.2,setosa
6.2,2.95,3.36,1.22,virginica
5.37,2.78,3.58,0.42,versicolor
6.21,2.6,4.12,0.32,versicolor
7.35,3.3,4.1,1.49,setosa
6.45,3.21,1.56,1.72,setosa
5.76,3.48,5.63,1.31,setosa
5.65,2.29,3.88,1.89,versicolor
5.51,3.43,3.4,1.15,setosa
6.74,4.0,4.35,1.17,setosa
5.3,2.82,4.05,0.65,versicolor
5.84,3.76,4.85,0.26,virginica
5.84,2.89,4.51,2.31,versicolor
5.4,2.45,4.78,1.88,virginica
4.7,2.88,5.73,0.36,virginica
6.06,3.42,5.03,1.29,setosa
5.75,2.66,3.46,1.14,setosa
6.2,2.76,2.02,1.04,virginica
5.37,3.24,6.2,0.95,setosa
6.78,3.0,3.34,1.43,virginica
5.1,3.23,2.99,1.69,setosa
7.17,3.1,1.09,1.44,versicolor
4.4,3.19,4.21,1.13,virginica
6.15,2.83,3.92,1.11,virginica
6.18,3.09,1.43,1.76,setosa
5.16,2.63,4.38,1.48,versicolor
6.14,3.52,2.95,1.24,setosa
6.82,2.75,7.74,1.18,versicolor
4.03,3.45,2.85,1.41,setosa
6.2,2.91,3.05,0.92,virginica
3.81,3.08,2.39,1.69,versicolor
5.03,2.8,5.62,0.55,versicolor
7.1,2.59,3.14,0.95,setosa
5.33,2.3,2.61,1.57,versicolor
4.86,2.58,4.76,0.52,setosa
5.64,2.87,1.63,0.26,versicolor
7.45,3.08,4.64,1.24,setosa
4.33,3.4,6.37,0.18,setosa
4.96,2.82,4.55,0.42,setosa
7.0,2.65,4.66,1.65,virginica
7.29,2.42,5.01,1.08,versicolor
5.72,3.19,6.26,1.97,virginica
4.81,3.55,5.51,0.48,virginica
7.48,3.51,4.36,1.14,virginica
7.08,3.28,5.06,1.44,virginica
6.34,3.26,2.37,0.5,versicolor
5.15,3.68,4.86,1.82,versicolor
5.76,3.13,2.19,1.51,virginica
5.67,3.26,3.15,0.23,versicolor
6.06,2.87,-0.92,1.18,versicolor
6.96,2.46,4.3,1.43,setosa
6.5,2.73,2.73,0.85,versicolor
4.94,3.0,5.37,0.31,virginica
6.9,3.02,4.29,1.37,versicolor
6.05,3.77,5.39,2.53,virginica
6.35,3.03,2.07,0.97,versicolor
6.97,3.47,5.26,2.14,virginica
4.91,2.83,6.86,0.75,versicolor
5.77,2.88,4.85,1.33,versicolor
5.37,2.47,4.89,1.66,versicolor
4.55,2.7,3.95,1.19,virginica
6.08,3.21,2.91,1.02,setosa
7.81,3.0,4.84,1.64,virginica
4.33,3.38,1.44,2.33,versicolor
5.77,3.07,3.07,1.38,virginica
6.31,2.86,1.04,0.89,versicolor
5.9,3.86,2.64,1.09,versicolor
5.71,2.96,4.66,2.71,setosa
4.76,3.47,4.46,1.28,versicolor
5.99,2.84,3.78,0.84,versicolor
5.19,3.28,3.96,0.51,versicolor
4.05,3.37,0.87,0.1,setosa
6.76,3.08,3.14,1.42,virginica
6.57,2.06,2.68,1.59,setosa
5.84,3.01,2.71,0.96,virginica
5.98,3.49,4.6,1.19,versicolor
6.66,3.21,2.41,0.5,virginica
5.98,3.18,2.79,1.28,virginica
6.52,2.31,0.57,1.49,virginica
5.56,2.71,3.26,0.88,virginica
6.85,3.16,2.07,2.21,versicolor
6.06,3.16,3.82,0.7,setosa
5.96,3.49,2.27,1.37,virginica
4.78,2.94,3.86,1.71,versicolor
6.03,3.16,3.48,1.15,versicolor
5.13,3.01,6.21,1.09,versicolor
5.29,2.61,4.45,0.34,versicolor
5.15,2.1,0.94,2.01,virginica
4.95,3.17,1.8,1.1,setosa
7.5,3.07,3.78,1.52,versicolor
6.87,2.75,2.31,1.6,setosa
7.34,2.35,-0.75,0.82,setosa
4.82,3.25,5.72,1.08,setosa
5.86,2.89,4.78,2.0,versicolor
4.77,3.22,4.48,0.53,versicolor
5.24,3.75,2.79,2.48,versicolor
5.07,2.14,4.34,0.75,setosa
6.79,2.72,2.64,0.49,versicolor
5.48,2.92,4.01,1.28,versicolor
6.65,3.58,2.32,2.53,setosa
6.28,2.35,5.97,0.05,versicolor
7.64,3.77,1.34,1.12,virginica
4.62,3.05,5.55,1.49,virginica
6.81,2.96,3.76,1.22,virginica
6.72,2.92,2.97,1.43,virginica
5.02,2.83,3.95,0.77,setosa
6.61,3.42,4.8,0.84,versicolor
6.07,2.57,5.75,1.11,virginica
5.62,3.14,4.17,0.52,virginica
5.14,2.85,2.36,1.17,versicolor
5.22,2.7,3.78,0.97,setosa
7.44,4.03,6.43,0.92,virginica
5.8,3.17,5.72,1.39,versicolor
6.43,3.25,5.06,0.11,versicolor
5.17,3.46,4.89,1.06,virginica
5.18,2.43,4.75,2.59,virginica
6.67,3.7,5.44,0.55,versicolor
4.72,2.0,3.02,1.97,versicolor
5.47,2.69,1.67,1.23,virginica
5.83,2.82,3.8,0.84,virginica
5.89,3.23,2.47,0.41,virginica
5.66,3.09,2.12,1.28,virginica
6.12,2.93,2.62,2.07,setosa
6.35,3.0,7.43,0.97,versicolor
6.39,2.61,3.9,1.15,virginica
5.01,2.4,4.24,1.81,versicolor
5.57,3.29,1.87,1.4,virginica
6.76,3.28,0.93,0.26,setosa
6.52,3.63,2.47,1.26,versicolor
4.7,2.68,5.86,2.11,setosa
6.08,3.28,4.2,1.18,versicolor
4.22,2.89,4.6,-0.44,setosa
5.84,3.48,4.81,1.43,virginica
7.32,3.41,2.81,1.08,virginica
5.04,3.08,5.78,0.1,setosa
5.13,2.86,2.75,0.19,virginica
6.41,3.38,5.81,1.79,setosa
4.57,3.26,4.36,0.76,setosa
5.29,2.73,1.02,0.66,versicolor
6.28,2.47,2.58,1.18,setosa
5.29,2.88,1.02,0.81,versicolor
5.61,3.61,5.44,1.26,setosa
6.4,3.46,3.66,1.08,versicolor
6.14,2.56,0.36,0.48,versicolor
6.01,2.53,4.26,0.89,virginica
5.53,3.51,2.89,1.47,versicolor
6.1,2.55,1.47,1.23,versicolor
5.7,3.2,6.22,1.15,setosa
6.17,2.75,3.86,2.36,versicolor
5.4,3.65,3.26,1.64,virginica
5.65,2.69,3.1,1.71,setosa
5.01,3.46,1.43,1.1,versicolor
5.77,3.07,1.74,1.33,setosa
5.15,3.1,5.63,0.94,setosa
4.91,2.21,2.99,1.67,setosa
6.01,2.12,3.73,1.13,setosa
5.97,2.91,0.63,1.33,setosa
6.43,3.1,1.72,1.3,versicolor
5.46,2.55,4.61,1.19,setosa
6.13,2.56,4.27,2.96,setosa
6.24,3.22,6.33,0.8,virginica
6.16,3.23,5.71,0.79,virginica
5.14,2.94,3.35,1.62,setosa
5.92,3.31,4.41,0.84,versicolor
6.09,2.53,3.23,1.03,virginica
5.81,2.86,6.78,0.55,virginica
4.13,3.66,5.42,1.49,setosa
5.93,3.03,3.95,1.5,versicolor
7.57,3.05,4.0,1.01,versicolor
5.51,3.92,5.87,1.63,virginica
5.22,2.44,4.57,0.09,virginica
6.1,3.32,6.04,0.78,virginica
6.05,3.67,0.41,1.1,virginica
6.75,2.87,4.39,0.5,virginica
4.79,3.34,2.93,0.15,setosa
6.39,2.61,6.33,1.02,setosa
6.27,2.73,6.02,1.62,setosa
5.69,3.15,3.75,1.97,virginica
6.07,3.32,6.0,0.87,setosa
6.62,3.45,6.37,1.64,virginica
6.5,3.63,3.81,1.58,versicolor
4.89,2.97,7.41,1.93,versicolor
6.46,3.48,3.65,0.99,setosa
5.75,2.86,3.38,0.12,versicolor
5.86,3.36,5.0,1.24,versicolor
5.86,3.08,3.17,0.59,versicolor
5.68,3.18,3.83,0.77,setosa
6.75,3.17,5.81,1.02,versicolor
5.73,2.36,3.73,1.0,setosa
4.9,2.55,1.16,1.28,virginica
5.49,3.04,4.25,1.62,virginica
5.94,2.33,2.66,0.98,setosa
6.78,3.33,5.0,1.44,setosa
6.28,3.35,4.74,1.21,versicolor
5.12,3.13,5.91,1.76,virginica
7.79,2.55,5.06,1.09,versicolor
6.01,3.55,5.34,1.15,virginica
6.82,3.81,2.7,0.98,versicolor
5.68,3.06,4.91,1.1,versicolor
6.23,3.2,6.65,0.73,virginica
6.47,3.08,2.67,0.67,versicolor
6.77,3.21,6.4,1.67,virginica
6.65,2.95,2.88,0.55,setosa
6.5,2.99,2.42,1.01,versicolor
5.55,3.36,4.14,1.81,virginica
5.34,3.94,4.77,0.99,virginica
6.07,2.44,5.07,1.7,versicolor
6.55,2.96,2.26,0.85,virginica
5.62,2.53,4.35,0.57,versicolor
6.65,3.64,2.67,0.24,versicolor
6.96,2.76,1.47,1.99,setosa
5.07,2.42,2.31,0.52,setosa
5.13,3.26,2.57,1.65,setosa
5.69,3.7,4.48,0.6,versicolor
6.05,3.27,5.43,1.99,versicolor
5.38,3.08,1.49,2.52,virginica
6.88,3.16,4.23,0.19,setosa
6.14,3.57,1.93,0.55,setosa
5.83,2.65,4.64,1.66,virginica
4.65,2.96,2.77,1.51,setosa
4.75,2.82,2.12,1.67,setosa
6.02,2.53,4.9,0.86,setosa
4.09,2.87,2.82,2.39,virginica
6.61,3.44,3.23,1.27,setosa
5.67,3.23,0.37,0.47,versicolor
8.39,3.26,5.12,1.05,setosa
7.65,3.06,4.93,0.48,versicolor
5.65,3.21,3.71,2.15,setosa
5.71,2.68,1.41,0.8,versicolor
6.6,2.88,5.51,1.5,setosa
7.16,3.08,2.7,0.92,versicolor
4.49,3.11,3.02,0.83,versicolor
4.37,3.13,7.17,0.05,setosa
5.3,2.94,2.64,1.56,virginica
6.27,2.85,4.81,1.98,setosa
6.2,4.26,4.54,0.65,virginica
6.66,3.36,4.29,0.27,virginica
4.84,3.17,4.12,1.68,virginica
3.95,2.91,4.26,0.21,virginica
6.49,2.82,4.11,1.93,virginica
5.14,2.95,3.62,0.66,virginica
4.19,3.12,5.97,0.54,setosa
5.92,2.25,1.73,1.35,versicolor
6.43,2.37,5.23,0.58,versicolor
5.7,2.75,4.93,0.78,setosa
5.43,3.08,4.75,1.41,setosa
5.67,2.9,5.38,-0.26,setosa
5.5,3.59,3.56,2.19,virginica
4.72,2.41,0.9,1.23,virginica
5.23,2.7,3.59,0.42,versicolor
6.22,3.61,2.21,0.59,setosa
6.06,3.05,2.6,1.79,versicolor
5.93,3.35,1.84,1.56,versicolor
5.0,3.82,2.98,2.03,virginica
5.65,2.72,2.81,0.79,virginica
4.06,2.96,0.13,1.38,versicolor
5.94,2.89,4.75,1.46,virginica
6.94,2.22,7.03,1.62,virginica
4.62,2.88,4.61,1.88,virginica
5.33,3.35,3.4,0.77,versicolor
6.06,3.22,3.62,1.13,versicolor
6.8,3.25,3.07,0.83,versicolor
5.44,2.85,3.84,1.17,setosa
5.25,2.74,3.64,1.62,versicolor
4.22,3.51,2.44,0.21,virginica
5.88,2.8,6.22,1.87,versicolor
7.43,3.12,1.47,0.52,setosa
6.02,3.07,4.78,1.02,virginica
5.78,3.58,3.55,1.95,versicolor
6.06,3.39,6.55,1.4,versicolor
5.79,2.48,4.21,1.4,virginica
5.15,2.52,3.16,0.49,versicolor
6.46,3.23,3.33,0.57,setosa
5.98,2.97,3.76,1.76,virginica
5.81,2.82,1.99,0.85,versicolor
5.02,3.41,2.55,0.9,virginica
6.84,3.07,1.02,1.78,versicolor
6.33,3.02,2.32,0.57,versicolor
5.36,3.31,3.84,1.36,virginica
6.6,2.85,4.15,1.23,versicolor
5.4,3.63,0.73,1.2,versicolor
5.17,2.68,3.49,0.89,virginica
5.19,3.26,4.55,0.85,versicolor
4.38,3.57,3.46,0.55,versicolor
6.18,2.45,2.75,1.49,virginica
4.34,2.86,3.08,0.8,setosa
4.82,3.46,2.89,1.78,setosa
4.14,3.46,2.74,1.07,setosa
5.73,2.93,3.96,0.56,setosa
5.68,2.71,7.16,1.06,setosa
5.54,3.38,2.58,0.95,setosa
4.97,3.47,3.22,1.81,virginica
4.86,2.53,3.62,0.98,virginica
6.17,2.52,2.67,1.03,virginica
5.36,3.09,5.35,2.05,versicolor
6.05,3.25,0.14,1.5,setosa
5.09,2.88,2.9,2.2,setosa
5.94,3.27,4.93,1.96,virginica
6.84,2.72,3.26,0.67,versicolor
6.27,2.15,2.47,1.79,versicolor
5.47,2.83,4.36,2.12,virginica
6.01,3.03,5.06,2.12,setosa
5.61,2.89,4.02,1.79,versicolor
5.81,2.54,2.5,1.78,setosa
5.54,2.27,4.38,1.02,versicolor
5.67,2.79,3.1,0.7,setosa
5.97,3.36,4.82,0.99,versicolor
5.01,3.5,5.92,0.2,setosa
4.99,3.48,-0.21,2.01,setosa
4.69,2.67,3.87,1.03,setosa
4.52,2.54,1.1,1.97,virginica
4.83,3.2,7.36,0.46,setosa
5.93,3.25,3.0,1.85,setosa
5.09,3.16,4.82,0.9,versicolor
6.21,2.19,3.65,0.43,versicolor
5.83,2.65,2.5,2.18,virginica
4.23,2.99,2.32,1.86,versicolor
6.32,3.19,6.08,1.33,setosa
6.45,3.31,5.13,1.22,virginica
5.0,3.06,6.62,1.46,virginica
6.14,3.13,3.78,1.32,virginica
5.11,3.03,4.13,0.72,setosa
5.88,3.27,3.3,0.95,setosa
4.79,3.13,3.27,2.38,versicolor
4.37,3.03,2.14,2.8,versicolor
5.49,2.89,3.83,2.14,versicolor
5.7,3.03,2.52,1.49,virginica
5.48,3.19,4.36,1.0,setosa
4.85,3.11,3.96,0.72,versicolor
5.48,3.15,4.13,0.76,setosa
6.02,3.54,6.21,0.87,virginica
5.76,3.11,3.64,2.49,setosa
5.95,2.74,4.84,2.28,setosa
5.26,3.35,6.78,1.65,virginica
6.74,2.45,5.66,0.62,versicolor
4.86,2.57,5.43,1.74,setosa
6.19,3.13,3.24,1.06,setosa
6.75,3.21,4.04,-0.09,virginica
6.18,2.5,1.72,1.37,setosa
5.64,2.85,4.45,0.69,setosa
5.38,2.76,4.11,0.72,setosa
6.63,2.81,3.74,1.05,virginica
4.66,3.38,5.24,0.9,setosa
5.02,3.28,1.89,1.18,virginica
5.48,2.99,6.15,1.15,versicolor
6.79,2.78,5.05,0.07,setosa
6.1,2.46,3.59,2.11,virginica
5.03,3.57,3.48,0.61,virginica
5.55,3.24,4.42,0.63,setosa
5.31,2.72,5.98,1.0,virginica
5.23,3.29,3.85,1.13,versicolor
6.58,2.97,3.92,2.08,versicolor
4.7,2.89,3.73,1.36,versicolor
7.09,3.17,6.37,1.54,versicolor
6.46,2.7,3.15,1.36,virginica
6.67,2.86,3.66,1.34,virginica
5.43,3.05,5.9,1.39,versicolor
5.68,2.8,3.92,0.04,versicolor
4.65,3.27,5.41,1.05,versicolor
5.38,3.75,2.33,1.9,versicolor
6.19,2.7,3.39,3.57,versicolor
6.84,2.33,5.93,0.48,virginica
4.91,2.2,2.69,1.45,versicolor
5.51,2.94,3.47,0.86,versicolor
5.68,2.73,4.09,2.43,setosa
4.68,3.08,2.22,0.39,virginica
6.27,3.05,3.08,1.57,versicolor
5.22,2.36,3.87,0.36,virginica
5.64,2.27,3.77,1.01,setosa
5.44,3.12,5.62,1.18,setosa
5.17,3.05,6.01,1.84,versicolor
5.79,2.83,2.42,0.55,versicolor
5.63,2.34,3.87,1.6,versicolor
5.5,3.19,4.71,1.21,versicolor
5.22,3.51,5.97,1.36,setosa
6.06,3.11,4.78,1.77,virginica
7.12,2.66,4.14,0.43,versicolor
5.91,3.02,4.7,1.69,virginica
6.6,2.45,4.71,0.86,versicolor
4.69,3.42,2.31,1.86,versicolor
5.93,3.03,3.99,1.4,setosa
4.92,2.29,5.89,1.07,versicolor
4.62,2.88,3.39,0.85,versicolor
5.21,3.19,3.89,1.69,versicolor
6.75,2.87,3.34,1.96,setosa
6.56,2.89,0.23,0.88,virginica
5.99,2.51,3.73,0.52,setosa
4.57,3.23,4.15,1.62,versicolor
5.64,2.74,2.93,0.33,versicolor
6.04,2.14,1.97,0.42,versicolor
5.94,2.85,2.38,0.56,virginica
4.32,3.39,4.85,0.95,virginica
5.09,2.85,6.66,0.4,versicolor
5.75,3.7,5.77,0.04,versicolor
6.23,3.17,1.68,0.52,virginica
4.04,3.14,4.98,1.59,setosa
5.67,2.95,2.71,0.44,setosa
5.91,2.97,2.83,1.0,virginica
6.48,2.89,3.01,2.37,virginica
6.35,2.88,4.76,1.17,versicolor
6.27,3.21,5.14,1.41,virginica
5.16,2.63,3.55,0.63,virginica
4.27,2.57,3.58,2.5,versicolor
5.49,2.55,4.4,0.88,virginica
6.6,3.82,4.55,1.06,versicolor
6.91,3.21,5.46,1.99,setosa
6.37,3.12,1.77,1.09,setosa
6.14,2.58,3.73,1.23,setosa
6.1,3.25,2.1,1.03,versicolor
5.36,2.95,3.62,1.04,setosa
5.7,3.09,3.36,1.42,setosa
7.14,2.61,3.63,1.53,versicolor
5.05,3.06,2.5,0.81,versicolor
7.09,2.83,1.47,0.74,setosa
5.54,2.69,0.56,0.83,setosa
6.86,3.29,3.5,0.36,setosa
4.67,2.38,3.05,0.25,virginica
6.27,3.23,2.69,1.38,versicolor
5.21,3.27,5.68,1.76,versicolor
4.67,2.65,2.41,1.72,versicolor
5.97,2.67,5.83,-0.23,versicolor
6.61,2.91,6.14,1.05,setosa
5.12,3.11,0.77,0.54,versicolor
4.6,2.94,3.84,1.29,virginica
5.73,3.17,3.1,0.95,virginica
5.73,3.71,-0.67,1.56,setosa
6.24,2.8,1.53,1.19,setosa
6.56,2.31,4.86,0.06,versicolor
5.75,3.33,6.73,0.62,setosa
7.28,3.67,5.05,1.2,setosa
5.98,3.16,4.19,1.25,setosa
5.52,2.56,3.67,0.36,virginica
4.51,2.95,6.22,0.28,versicolor
5.59,2.55,6.92,1.23,setosa
5.53,3.26,2.82,0.36,versicolor
6.57,2.46,0.7,0.2,versicolor
6.17,2.88,0.55,0.93,versicolor
4.86,2.6,5.68,0.91,virginica
5.94,3.05,3.63,0.67,versicolor
6.34,2.85,3.97,0.78,versicolor
7.02,3.07,1.01,1.21,setosa
6.51,3.01,2.57,0.77,setosa
6.41,2.61,3.26,1.24,virginica
5.85,3.25,4.01,0.97,versicolor
6.11,2.98,3.1,1.3,virginica
6.8,2.6,2.14,1.73,versicolor
4.73,3.9,2.52,1.7,virginica
5.52,3.19,5.51,1.97,versicolor
5.18,2.94,4.07,1.7,setosa
6.1,3.57,4.62,1.34,virginica
6.78,3.74,2.35,0.94,setosa
5.32,2.94,-0.73,0.97,versicolor
3.89,3.14,2.92,0.67,virginica
5.47,2.6,2.4,1.2,setosa
6.53,2.94,4.22,1.62,setosa
6.23,2.92,8.63,0.76,setosa
6.14,3.07,4.74,1.18,versicolor
5.58,3.13,7.8,0.79,virginica
4.78,3.22,4.55,1.33,setosa
6.21,3.1,2.76,0.87,versicolor
5.13,2.52,4.22,0.76,versicolor
7.55,2.62,6.37,0.79,versicolor
6.26,2.78,6.44,1.5,virginica
5.34,2.89,2.84,1.14,versicolor
5.31,3.42,4.08,0.94,versicolor
5.73,2.53,1.56,1.36,virginica
5.61,2.86,4.94,0.95,virginica
6.69,3.38,6.03,1.88,versicolor
5.95,2.88,3.76,0.62,versicolor
5.21,3.18,2.7,1.09,setosa
7.31,2.94,4.24,0.36,virginica
5.84,3.1,4.33,0.99,virginica
6.42,2.91,3.82,0.19,setosa
5.31,3.27,3.97,1.65,versicolor
6.09,2.38,3.44,1.66,versicolor
6.05,2.85,5.19,1.67,versicolor
4.29,3.12,4.8,1.22,versicolor
7.41,3.21,2.23,0.67,setosa
6.83,3.6,2.18,0.72,virginica
5.48,2.84,3.32,2.12,virginica
4.92,3.59,4.81,2.06,versicolor
6.08,2.74,3.92,1.27,setosa
5.87,3.53,2.74,0.89,versicolor
6.08,3.33,4.09,2.02,versicolor
5.95,2.63,3.2,0.78,setosa
6.2,3.12,5.02,1.34,setosa
6.96,2.98,4.2,2.01,virginica
6.25,3.25,3.23,0.7,virginica
4.96,2.91,4.05,1.7,versicolor
6.89,2.88,5.67,1.51,versicolor
7.11,3.55,2.85,1.18,virginica
8.32,2.96,4.3,0.6,setosa
4.9,3.33,3.59,0.77,versicolor
5.99,2.91,4.34,1.37,versicolor
4.13,3.67,2.72,0.35,setosa
6.24,2.73,3.87,1.28,versicolor
5.36,2.75,5.36,1.52,setosa
7.34,3.61,2.29,1.79,virginica
5.18,2.82,1.71,0.36,virginica
4.45,3.64,1.76,1.99,virginica
5.42,3.36,1.94,2.22,virginica
4.22,2.94,4.59,1.45,virginica
6.4,2.27,1.59,0.58,versicolor
4.15,2.99,3.25,1.0,virginica
5.82,3.04,4.63,1.17,versicolor
4.14,3.47,4.32,1.36,versicolor
5.54,3.64,3.12,1.21,setosa
7.11,2.73,3.99,1.37,versicolor
6.09,3.32,3.86,1.15,versicolor
5.11,3.31,3.36,1.36,virginica
5.78,3.43,3.38,0.92,virginica
5.81,3.2,7.05,1.0,setosa
6.18,2.22,4.91,0.85,setosa
4.71,2.94,7.42,2.35,versicolor
6.27,2.54,2.95,2.08,setosa
3.64,2.92,3.57,1.53,virginica
5.3,3.39,1.7,2.0,virginica
5.41,3.12,2.49,1.68,virginica
6.31,3.46,6.55,1.31,versicolor
5.82,3.14,2.92,0.3,versicolor
4.68,2.48,6.58,1.04,setosa
5.01,1.99,1.83,1.0,virginica
5.96,3.06,2.12,0.52,versicolor
5.74,2.91,3.19,0.31,versicolor
5.34,2.61,3.6,1.5,setosa
5.42,2.32,5.08,1.39,virginica
6.36,2.71,4.38,0.5,virginica
5.39,2.92,3.08,0.75,setosa
5.73,3.27,3.5,1.9,setosa
7.54,3.08,3.22,0.67,setosa
4.66,3.64,2.33,1.3,setosa
4.32,2.59,2.37,1.09,virginica
6.43,3.35,5.24,1.5,virginica
5.26,3.02,0.96,0.69,setosa
5.55,3.28,6.13,1.25,versicolor
5.18,2.83,3.19,1.3,versicolor
5.59,3.43,2.54,1.34,virginica
7.08,3.12,4.81,1.25,virginica
6.44,2.73,5.93,1.41,setosa
6.49,3.0,5.38,2.52,versicolor
4.67,2.9,4.45,2.74,virginica
4.88,3.2,5.33,0.82,versicolor
3.53,2.53,1.13,-0.19,setosa
5.15,2.99,2.92,1.56,virginica
6.57,3.16,2.33,1.31,virginica
6.21,3.01,5.54,1.84,versicolor
5.62,3.54,3.12,1.37,versicolor
5.78,3.31,4.97,1.24,virginica
5.25,3.0,4.5,1.88,versicolor
5.96,3.09,2.41,1.96,versicolor
6.41,3.12,2.82,0.37,setosa
4.51,3.16,5.64,0.71,versicolor
6.04,2.27,2.54,1.14,virginica
6.55,2.88,3.89,1.26,setosa
5.47,2.41,2.53,1.06,virginica
6.36,3.51,3.23,1.46,setosa
8.05,2.98,3.63,1.8,setosa
5.72,2.92,2.53,2.23,versicolor
6.11,3.36,2.26,1.55,versicolor
5.21,3.17,4.13,0.69,virginica
5.95,2.55,2.43,1.11,versicolor
6.17,2.97,2.48,1.15,setosa
5.96,2.87,2.29,1.51,versicolor
4.98,2.3,3.58,1.43,virginica
5.97,2.72,5.12,2.43,setosa
6.97,2.93,5.96,0.92,virginica
6.16,2.95,2.61,1.43,versicolor
6.57,2.41,6.93,2.61,setosa
5.61,3.46,2.19,0.85,virginica
6.4,2.96,5.33,1.29,versicolor
6.02,3.02,2.62,0.63,versicolor
5.04,3.16,2.39,1.25,virginica
6.05,2.68,2.58,0.73,setosa
5.01,3.18,3.62,1.83,virginica
5.29,2.85,4.57,1.29,versicolor
5.95,2.64,4.7,0.64,virginica
6.04,3.23,2.28,1.7,versicolor
4.85,3.6,2.22,1.31,setosa
6.64,3.29,2.33,1.77,virginica
6.26,3.37,3.53,0.51,setosa
5.24,2.79,3.38,1.42,virginica
4.57,2.36,2.27,1.66,versicolor
5.68,3.6,4.1,0.95,setosa
5.44,3.82,7.09,0.44,versicolor
5.89,3.62,2.94,1.18,virginica
5.51,2.87,3.05,1.94,versicolor
4.19,2.54,4.54,1.88,virginica
5.49,2.57,2.86,0.94,setosa
5.56,2.33,4.7,0.43,versicolor
6.31,2.96,2.62,0.94,versicolor
5.24,3.64,6.45,0.92,virginica
7.14,2.94,4.22,1.47,virginica
4.27,3.12,2.77,1.14,virginica
6.85,3.55,2.82,0.75,setosa
5.62,2.84,2.93,1.86,versicolor
6.49,3.81,5.76,1.28,virginica
5.86,3.8,1.8,1.46,virginica
6.71,2.95,2.7,0.17,versicolor
5.49,2.77,2.86,-0.25,setosa
4.92,3.28,3.68,0.34,versicolor
6.94,2.86,3.29,0.91,virginica
5.71,2.54,1.46,1.55,versicolor
5.98,3.51,3.1,-0.21,virginica
6.79,3.49,3.55,2.16,virginica
4.97,3.06,2.76,1.3,versicolor
6.28,2.49,4.73,2.02,versicolor
5.33,2.51,5.08,0.67,setosa
5.69,3.04,3.58,1.5,virginica
5.86,2.8,4.05,1.25,virginica
4.6,2.86,0.46,1.69,virginica
5.18,3.41,3.07,1.06,virginica
6.88,3.29,5.21,1.48,virginica
6.51,3.55,3.06,1.86,versicolor
5.75,2.6,2.59,0.81,virginica
5.99,2.86,7.12,1.35,versicolor
5.56,3.3,6.43,0.07,setosa
6.89,3.18,4.4,1.62,virginica
5.64,3.61,5.41,2.37,setosa
5.99,3.17,0.36,0.45,versicolor
6.72,3.74,2.52,1.15,versicolor
5.18,3.22,3.0,1.73,setosa
7.05,3.42,3.35,1.22,virginica
